library|idx|hex.color|color|red|green|blue|alpha
R-657|261|#000000|grey0|0|0|0|255
R-657|262|#030303|grey1|3|3|3|255
R-657|271|#1A1A1A|grey10|26|26|26|255
R-657|361|#FFFFFF|grey100|255|255|255|255
R-657|272|#1C1C1C|grey11|28|28|28|255
R-657|273|#1F1F1F|grey12|31|31|31|255
R-657|274|#212121|grey13|33|33|33|255
R-657|275|#242424|grey14|36|36|36|255
R-657|276|#262626|grey15|38|38|38|255
R-657|277|#292929|grey16|41|41|41|255
R-657|278|#2B2B2B|grey17|43|43|43|255
R-657|279|#2E2E2E|grey18|46|46|46|255
R-657|280|#303030|grey19|48|48|48|255
R-657|263|#050505|grey2|5|5|5|255
R-657|281|#333333|grey20|51|51|51|255
R-657|282|#363636|grey21|54|54|54|255
R-657|283|#383838|grey22|56|56|56|255
R-657|284|#3B3B3B|grey23|59|59|59|255
R-657|285|#3D3D3D|grey24|61|61|61|255
R-657|286|#404040|grey25|64|64|64|255
R-657|287|#424242|grey26|66|66|66|255
R-657|288|#454545|grey27|69|69|69|255
R-657|289|#474747|grey28|71|71|71|255
R-657|290|#4A4A4A|grey29|74|74|74|255
R-657|264|#080808|grey3|8|8|8|255
R-657|291|#4D4D4D|grey30|77|77|77|255
R-657|292|#4F4F4F|grey31|79|79|79|255
R-657|293|#525252|grey32|82|82|82|255
R-657|294|#545454|grey33|84|84|84|255
R-657|295|#575757|grey34|87|87|87|255
R-657|296|#595959|grey35|89|89|89|255
R-657|297|#5C5C5C|grey36|92|92|92|255
R-657|298|#5E5E5E|grey37|94|94|94|255
R-657|299|#616161|grey38|97|97|97|255
R-657|300|#636363|grey39|99|99|99|255
R-657|265|#0A0A0A|grey4|10|10|10|255
R-657|301|#666666|grey40|102|102|102|255
R-657|302|#696969|grey41|105|105|105|255
R-657|303|#6B6B6B|grey42|107|107|107|255
R-657|304|#6E6E6E|grey43|110|110|110|255
R-657|305|#707070|grey44|112|112|112|255
R-657|306|#737373|grey45|115|115|115|255
R-657|307|#757575|grey46|117|117|117|255
R-657|308|#787878|grey47|120|120|120|255
R-657|309|#7A7A7A|grey48|122|122|122|255
R-657|310|#7D7D7D|grey49|125|125|125|255
R-657|266|#0D0D0D|grey5|13|13|13|255
R-657|311|#7F7F7F|grey50|127|127|127|255
R-657|312|#828282|grey51|130|130|130|255
R-657|313|#858585|grey52|133|133|133|255
R-657|314|#878787|grey53|135|135|135|255
R-657|315|#8A8A8A|grey54|138|138|138|255
R-657|316|#8C8C8C|grey55|140|140|140|255
R-657|317|#8F8F8F|grey56|143|143|143|255
R-657|318|#919191|grey57|145|145|145|255
R-657|319|#949494|grey58|148|148|148|255
R-657|320|#969696|grey59|150|150|150|255
R-657|267|#0F0F0F|grey6|15|15|15|255
R-657|321|#999999|grey60|153|153|153|255
R-657|322|#9C9C9C|grey61|156|156|156|255
R-657|323|#9E9E9E|grey62|158|158|158|255
R-657|324|#A1A1A1|grey63|161|161|161|255
R-657|325|#A3A3A3|grey64|163|163|163|255
R-657|326|#A6A6A6|grey65|166|166|166|255
R-657|327|#A8A8A8|grey66|168|168|168|255
R-657|328|#ABABAB|grey67|171|171|171|255
R-657|329|#ADADAD|grey68|173|173|173|255
R-657|330|#B0B0B0|grey69|176|176|176|255
R-657|268|#121212|grey7|18|18|18|255
R-657|331|#B3B3B3|grey70|179|179|179|255
R-657|332|#B5B5B5|grey71|181|181|181|255
R-657|333|#B8B8B8|grey72|184|184|184|255
R-657|334|#BABABA|grey73|186|186|186|255
R-657|335|#BDBDBD|grey74|189|189|189|255
R-657|336|#BFBFBF|grey75|191|191|191|255
R-657|337|#C2C2C2|grey76|194|194|194|255
R-657|338|#C4C4C4|grey77|196|196|196|255
R-657|339|#C7C7C7|grey78|199|199|199|255
R-657|340|#C9C9C9|grey79|201|201|201|255
R-657|269|#141414|grey8|20|20|20|255
R-657|341|#CCCCCC|grey80|204|204|204|255
R-657|342|#CFCFCF|grey81|207|207|207|255
R-657|343|#D1D1D1|grey82|209|209|209|255
R-657|344|#D4D4D4|grey83|212|212|212|255
R-657|345|#D6D6D6|grey84|214|214|214|255
R-657|346|#D9D9D9|grey85|217|217|217|255
R-657|347|#DBDBDB|grey86|219|219|219|255
R-657|348|#DEDEDE|grey87|222|222|222|255
R-657|349|#E0E0E0|grey88|224|224|224|255
R-657|350|#E3E3E3|grey89|227|227|227|255
R-657|270|#171717|grey9|23|23|23|255
R-657|351|#E5E5E5|grey90|229|229|229|255
R-657|352|#E8E8E8|grey91|232|232|232|255
R-657|353|#EBEBEB|grey92|235|235|235|255
R-657|354|#EDEDED|grey93|237|237|237|255
R-657|355|#F0F0F0|grey94|240|240|240|255
R-657|356|#F2F2F2|grey95|242|242|242|255
R-657|357|#F5F5F5|grey96|245|245|245|255
R-657|358|#F7F7F7|grey97|247|247|247|255
R-657|359|#FAFAFA|grey98|250|250|250|255
R-657|360|#FCFCFC|grey99|252|252|252|255
R-657|362|#F0FFF0|honeydew|240|255|240|255
R-657|363|#F0FFF0|honeydew1|240|255|240|255
R-657|364|#E0EEE0|honeydew2|224|238|224|255
R-657|365|#C1CDC1|honeydew3|193|205|193|255
R-657|366|#838B83|honeydew4|131|139|131|255
R-657|367|#FF69B4|hotpink|255|105|180|255
R-657|368|#FF6EB4|hotpink1|255|110|180|255
R-657|369|#EE6AA7|hotpink2|238|106|167|255
R-657|370|#CD6090|hotpink3|205|96|144|255
R-657|371|#8B3A62|hotpink4|139|58|98|255
R-657|372|#CD5C5C|indianred|205|92|92|255
R-657|373|#FF6A6A|indianred1|255|106|106|255
R-657|374|#EE6363|indianred2|238|99|99|255
R-657|375|#CD5555|indianred3|205|85|85|255
R-657|376|#8B3A3A|indianred4|139|58|58|255
R-657|377|#FFFFF0|ivory|255|255|240|255
R-657|378|#FFFFF0|ivory1|255|255|240|255
R-657|379|#EEEEE0|ivory2|238|238|224|255
R-657|380|#CDCDC1|ivory3|205|205|193|255
R-657|381|#8B8B83|ivory4|139|139|131|255
R-657|382|#F0E68C|khaki|240|230|140|255
R-657|383|#FFF68F|khaki1|255|246|143|255
R-657|384|#EEE685|khaki2|238|230|133|255
R-657|385|#CDC673|khaki3|205|198|115|255
R-657|386|#8B864E|khaki4|139|134|78|255
R-657|387|#E6E6FA|lavender|230|230|250|255
R-657|388|#FFF0F5|lavenderblush|255|240|245|255
R-657|389|#FFF0F5|lavenderblush1|255|240|245|255
R-657|390|#EEE0E5|lavenderblush2|238|224|229|255
R-657|391|#CDC1C5|lavenderblush3|205|193|197|255
R-657|392|#8B8386|lavenderblush4|139|131|134|255
R-657|393|#7CFC00|lawngreen|124|252|0|255
R-657|394|#FFFACD|lemonchiffon|255|250|205|255
R-657|395|#FFFACD|lemonchiffon1|255|250|205|255
R-657|396|#EEE9BF|lemonchiffon2|238|233|191|255
R-657|397|#CDC9A5|lemonchiffon3|205|201|165|255
R-657|398|#8B8970|lemonchiffon4|139|137|112|255
R-657|399|#ADD8E6|lightblue|173|216|230|255
R-657|400|#BFEFFF|lightblue1|191|239|255|255
R-657|401|#B2DFEE|lightblue2|178|223|238|255
R-657|402|#9AC0CD|lightblue3|154|192|205|255
R-657|403|#68838B|lightblue4|104|131|139|255
R-657|404|#F08080|lightcoral|240|128|128|255
R-657|405|#E0FFFF|lightcyan|224|255|255|255
R-657|406|#E0FFFF|lightcyan1|224|255|255|255
R-657|407|#D1EEEE|lightcyan2|209|238|238|255
R-657|408|#B4CDCD|lightcyan3|180|205|205|255
R-657|409|#7A8B8B|lightcyan4|122|139|139|255
R-657|410|#EEDD82|lightgoldenrod|238|221|130|255
R-657|411|#FFEC8B|lightgoldenrod1|255|236|139|255
R-657|412|#EEDC82|lightgoldenrod2|238|220|130|255
R-657|413|#CDBE70|lightgoldenrod3|205|190|112|255
R-657|414|#8B814C|lightgoldenrod4|139|129|76|255
R-657|415|#FAFAD2|lightgoldenrodyellow|250|250|210|255
R-657|416|#D3D3D3|lightgray|211|211|211|255
